transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate,final_amount,amount_settled
1317,1002,2024-12-13,2024-12-17,2013,Credit,384.41,1.06,407.47,384.41
1318,1053,2024-01-14,2024-01-17,2012,Debit,266.19,0.93,247.56,266.19
1319,1010,2024-11-22,2024-11-23,2010,Credit,255.56,0.96,245.34,255.56
1320,1094,2024-01-26,2024-01-28,2014,Debit,440.36,0.97,427.15,440.36
1321,1037,2024-11-15,2024-11-16,2011,Credit,70.94,0.93,65.97,70.94
1322,1038,2024-08-06,2024-08-10,2011,Debit,450.0,0.93,418.5,450.0
1323,1049,2024-09-20,2024-09-22,2004,Debit,487.13,1.09,530.97,487.13
1324,1096,2024-02-17,2024-02-19,2016,Credit,356.17,0.91,324.11,356.17
1325,1038,2024-11-10,2024-11-13,2002,Credit,251.83,0.95,239.24,251.83
1326,1057,2024-12-10,2024-12-12,2003,Debit,481.1,0.94,452.23,481.1
1327,1065,2024-11-25,2024-11-26,2013,Debit,22.83,0.96,21.92,22.83
1328,1078,2024-03-27,2024-03-29,2009,Debit,352.14,0.98,345.1,352.14
1329,1033,2024-07-22,2024-07-24,2008,Credit,333.12,1.0,333.12,333.12
1330,1036,2024-12-02,2024-12-04,2015,Debit,473.2,1.05,496.86,473.2
1331,1081,2024-09-30,2024-10-04,2002,Credit,255.01,1.08,275.41,255.01
1332,1078,2024-02-19,2024-02-20,2009,Debit,456.63,1.01,461.2,456.63
1333,1006,2024-11-15,2024-11-17,2014,Credit,372.06,1.01,375.78,372.06
1334,1030,2024-05-20,2024-05-24,2011,Credit,86.73,1.08,93.67,86.73
1335,1044,2024-10-27,2024-10-30,2006,Credit,146.85,1.0,146.85,146.85
1336,1084,2024-01-25,2024-01-27,2007,Credit,398.79,0.9,358.91,398.79
1337,1097,2024-04-14,2024-04-15,2011,Credit,254.15,1.03,261.77,254.15
1338,1034,2024-03-12,2024-03-14,2006,Debit,368.94,0.96,354.18,368.94
1339,1046,2024-06-11,2024-06-13,2001,Debit,358.43,0.95,340.51,358.43
1340,1046,2024-06-27,2024-06-29,2001,Debit,100.21,0.96,96.2,100.21
1341,1079,2024-05-19,2024-05-20,2011,Debit,469.58,0.92,432.01,469.58
1342,1076,2024-11-15,2024-11-17,2016,Debit,424.9,0.91,386.66,424.9
1343,1075,2024-08-06,2024-08-09,2009,Credit,26.32,0.9,23.69,26.32
1344,1050,2024-05-16,2024-05-17,2004,Credit,193.66,1.07,207.22,193.66
1345,1067,2024-04-01,2024-04-04,2001,Debit,36.47,1.05,38.29,36.47
1346,1038,2024-09-08,2024-09-12,2011,Credit,336.06,0.95,319.26,336.06
1347,1047,2024-05-25,2024-05-29,2017,Credit,14.57,1.0,14.57,14.57
1348,1026,2024-10-06,2024-10-07,2013,Credit,486.41,1.02,496.14,486.41
1349,1042,2024-01-30,2024-01-31,2007,Credit,342.12,0.95,325.01,342.12
1350,1014,2024-06-29,2024-07-02,2010,Credit,307.48,1.09,335.15,307.48
1351,1071,2024-07-07,2024-07-08,2006,Credit,65.88,1.08,71.15,65.88
1352,1035,2024-04-24,2024-04-26,2009,Debit,16.34,1.02,16.67,16.34
1353,1098,2024-03-01,2024-03-03,2020,Debit,285.06,1.09,310.72,285.06
1354,1089,2024-06-05,2024-06-08,2003,Credit,398.71,0.94,374.79,398.71
1355,1049,2024-07-02,2024-07-03,2020,Debit,83.08,1.09,90.56,83.08
1356,1094,2024-12-13,2024-12-14,2003,Credit,262.29,0.97,254.42,262.29
1357,1036,2024-08-12,2024-08-15,2009,Debit,237.1,1.06,251.33,237.1
1358,1025,2024-09-16,2024-09-20,2011,Debit,43.15,1.08,46.6,43.15
1359,1027,2024-03-02,2024-03-06,2008,Debit,396.91,0.92,365.16,396.91
1360,1068,2024-12-24,2024-12-28,2016,Debit,166.38,0.92,153.07,166.38
1361,1020,2024-08-29,2024-09-01,2009,Credit,476.86,0.91,433.94,476.86
1362,1042,2024-11-15,2024-11-18,2011,Debit,487.05,1.07,521.14,487.05
1363,1013,2024-04-04,2024-04-05,2018,Debit,97.29,1.09,106.05,97.29
1364,1005,2024-06-27,2024-06-29,2013,Debit,296.88,0.94,279.07,296.88
1365,1061,2024-06-10,2024-06-13,2014,Credit,323.69,1.03,333.4,323.69
1366,1023,2024-01-13,2024-01-14,2013,Debit,34.08,1.09,37.15,34.08
1367,1036,2024-10-07,2024-10-11,2017,Credit,58.81,0.96,56.46,58.81
1368,1091,2024-11-15,2024-11-19,2009,Credit,449.87,0.96,431.88,449.87
1369,1073,2024-09-15,2024-09-17,2013,Credit,326.0,1.04,339.04,326.0
1370,1029,2024-11-30,2024-12-04,2005,Debit,324.55,0.93,301.83,324.55
1371,1031,2024-01-12,2024-01-15,2010,Credit,122.07,0.97,118.41,122.07
1372,1035,2024-06-09,2024-06-10,2016,Debit,460.18,0.95,437.17,460.18
1373,1020,2024-02-14,2024-02-18,2011,Credit,241.99,1.01,244.41,241.99
1374,1069,2024-01-27,2024-01-29,2020,Credit,200.51,0.97,194.49,200.51
1375,1100,2024-11-13,2024-11-15,2009,Credit,406.02,0.91,369.48,406.02
1376,1047,2024-02-15,2024-02-18,2002,Debit,24.8,0.99,24.55,24.8
1377,1089,2024-07-24,2024-07-27,2013,Debit,87.27,0.92,80.29,87.27
1378,1100,2024-09-16,2024-09-17,2020,Debit,66.68,0.94,62.68,66.68
1379,1094,2024-03-12,2024-03-14,2009,Debit,271.53,0.91,247.09,271.53
1380,1064,2024-11-09,2024-11-11,2006,Debit,33.28,1.09,36.28,33.28
1381,1071,2024-10-05,2024-10-08,2003,Debit,184.78,1.03,190.32,184.78
1382,1055,2024-04-21,2024-04-25,2020,Debit,439.48,1.03,452.66,439.48
1383,1046,2024-07-18,2024-07-21,2014,Credit,91.87,1.07,98.3,91.87
1384,1032,2024-05-07,2024-05-10,2013,Credit,181.13,0.99,179.32,181.13
1385,1099,2024-02-29,2024-03-04,2019,Credit,16.65,0.93,15.48,16.65
1386,1079,2024-09-25,2024-09-27,2006,Debit,45.59,0.99,45.13,45.59
1387,1060,2024-09-10,2024-09-12,2018,Debit,118.99,0.97,115.42,118.99
1388,1084,2024-01-21,2024-01-25,2008,Debit,135.47,1.01,136.82,135.47
1389,1066,2024-06-09,2024-06-12,2016,Credit,60.51,1.0,60.51,60.51
1390,1057,2024-08-28,2024-08-31,2007,Debit,490.67,0.94,461.23,490.67
1391,1052,2024-12-30,2025-01-01,2017,Credit,356.65,0.99,353.08,356.65
1392,1062,2024-10-16,2024-10-20,2018,Debit,312.5,0.92,287.5,312.5
1393,1004,2024-10-23,2024-10-27,2008,Debit,275.77,0.92,253.71,275.77
1394,1074,2024-05-19,2024-05-20,2002,Credit,66.49,1.08,71.81,66.49
1395,1028,2024-05-26,2024-05-30,2006,Credit,172.7,1.01,174.43,172.7
1396,1018,2024-04-07,2024-04-08,2001,Credit,309.61,0.92,284.84,309.61
1397,1024,2024-05-20,2024-05-22,2006,Credit,330.73,0.94,310.89,330.73
1398,1093,2024-03-13,2024-03-17,2013,Debit,121.65,0.95,115.57,121.65
1399,1081,2024-09-07,2024-09-11,2019,Debit,328.88,1.04,342.04,328.88
1400,1021,2024-12-19,2024-12-21,2012,Credit,241.73,1.07,258.65,241.73
1401,1051,2024-08-09,2024-08-11,2011,Debit,281.53,0.97,273.08,281.53
1402,1072,2024-03-09,2024-03-10,2007,Credit,203.87,1.0,203.87,203.87
1403,1041,2024-01-29,2024-02-02,2018,Debit,314.65,0.98,308.36,314.65
1404,1039,2024-07-31,2024-08-02,2008,Credit,495.93,0.98,486.01,495.93
1405,1088,2024-07-02,2024-07-05,2004,Debit,75.9,0.99,75.14,75.9
1406,1062,2024-08-26,2024-08-29,2016,Debit,409.15,0.92,376.42,409.15
1407,1064,2024-08-25,2024-08-27,2010,Debit,180.09,0.97,174.69,180.09
1408,1097,2024-09-17,2024-09-18,2002,Credit,30.08,1.06,31.88,30.08
1409,1042,2024-09-09,2024-09-10,2018,Debit,106.84,0.9,96.16,106.84
1410,1099,2024-02-20,2024-02-23,2003,Debit,434.13,0.95,412.42,434.13
1411,1009,2024-10-09,2024-10-12,2010,Credit,319.18,0.96,306.41,319.18
1412,1061,2024-05-26,2024-05-29,2005,Debit,360.64,1.03,371.46,360.64
1413,1063,2024-09-25,2024-09-26,2008,Debit,131.53,1.03,135.48,131.53
1414,1008,2024-11-17,2024-11-18,2013,Credit,341.42,0.93,317.52,341.42
1415,1058,2024-01-26,2024-01-27,2002,Credit,418.03,0.96,401.31,418.03
1416,1065,2024-04-21,2024-04-23,2011,Debit,71.32,1.08,77.03,71.32
1417,1023,2024-03-04,2024-03-05,2005,Debit,266.9,0.98,261.56,266.9
1418,1077,2024-01-13,2024-01-14,2007,Credit,405.32,1.09,441.8,405.32
1419,1057,2024-08-25,2024-08-26,2007,Credit,39.55,1.02,40.34,39.55
1420,1026,2024-08-08,2024-08-09,2006,Debit,282.83,0.93,263.03,282.83
1421,1089,2024-06-25,2024-06-26,2016,Debit,389.43,0.93,362.17,389.43
1422,1084,2024-04-15,2024-04-16,2019,Debit,408.15,1.0,408.15,408.15
1423,1016,2024-04-16,2024-04-17,2013,Credit,33.96,0.99,33.62,33.96
1424,1085,2024-11-28,2024-12-01,2018,Debit,91.62,1.08,98.95,91.62
1425,1025,2024-06-24,2024-06-27,2007,Debit,88.41,1.1,97.25,88.41
1426,1017,2024-04-08,2024-04-09,2018,Debit,77.38,1.09,84.34,77.38
1427,1033,2024-03-20,2024-03-24,2008,Debit,71.91,1.01,72.63,71.91
1428,1032,2024-05-29,2024-05-31,2017,Credit,198.53,1.08,214.41,198.53
1429,1018,2024-08-14,2024-08-17,2012,Credit,243.69,0.96,233.94,243.69
1430,1092,2024-09-11,2024-09-15,2019,Credit,253.29,1.07,271.02,253.29
1431,1091,2024-07-09,2024-07-11,2003,Debit,356.21,1.0,356.21,356.21
1432,1009,2024-08-12,2024-08-16,2010,Credit,329.34,1.0,329.34,329.34
1433,1049,2024-12-04,2024-12-08,2009,Debit,209.47,0.94,196.9,209.47
1434,1095,2024-12-06,2024-12-09,2017,Credit,389.46,0.95,369.99,389.46
1435,1062,2024-06-09,2024-06-13,2016,Credit,458.47,0.91,417.21,458.47
1436,1049,2024-11-21,2024-11-25,2004,Credit,260.0,1.04,270.4,260.0
1437,1074,2024-05-18,2024-05-19,2006,Credit,93.2,0.92,85.74,93.2
1438,1025,2024-03-05,2024-03-06,2014,Debit,249.59,1.02,254.58,249.59
1439,1049,2024-01-02,2024-01-05,2005,Debit,349.86,0.93,325.37,349.86
1440,1060,2024-02-07,2024-02-10,2003,Debit,486.0,1.05,510.3,486.0
1441,1065,2024-02-04,2024-02-06,2004,Debit,128.57,0.96,123.43,128.57
1442,1028,2024-05-04,2024-05-07,2011,Credit,28.97,1.0,28.97,28.97
1443,1076,2024-09-08,2024-09-12,2005,Credit,220.18,1.09,240.0,220.18
1444,1083,2024-07-10,2024-07-14,2012,Credit,365.39,1.05,383.66,365.39
1445,1082,2024-08-02,2024-08-05,2016,Debit,488.3,1.09,532.25,488.3
1446,1029,2024-03-10,2024-03-11,2009,Credit,357.49,1.03,368.21,357.49
1447,1012,2024-07-06,2024-07-07,2007,Debit,311.15,0.99,308.04,311.15
1448,1036,2024-11-10,2024-11-12,2007,Debit,107.35,1.07,114.86,107.35
1449,1057,2024-12-12,2024-12-13,2015,Debit,287.92,0.96,276.4,287.92
1450,1069,2024-02-25,2024-02-26,2005,Debit,341.96,0.95,324.86,341.96
1451,1075,2024-05-20,2024-05-21,2010,Credit,334.87,1.07,358.31,334.87
1452,1090,2024-02-23,2024-02-25,2019,Credit,273.3,1.06,289.7,273.3
1453,1030,2024-02-06,2024-02-07,2015,Credit,487.94,0.97,473.3,487.94
1454,1047,2024-04-07,2024-04-10,2014,Credit,474.01,1.09,516.67,474.01
1455,1040,2024-04-30,2024-05-03,2009,Credit,88.65,0.98,86.88,88.65
1456,1003,2024-06-23,2024-06-26,2003,Debit,185.0,1.0,185.0,185.0
1457,1007,2024-06-05,2024-06-08,2017,Credit,389.4,1.09,424.45,389.4
1458,1004,2024-02-09,2024-02-12,2013,Credit,138.0,0.98,135.24,138.0
1459,1013,2024-09-21,2024-09-24,2002,Debit,340.59,0.92,313.34,340.59
1460,1054,2024-05-06,2024-05-10,2013,Credit,387.96,0.99,384.08,387.96
1461,1090,2024-03-03,2024-03-07,2018,Debit,385.43,1.08,416.26,385.43
1462,1011,2024-08-15,2024-08-17,2002,Credit,78.44,0.93,72.95,78.44
1463,1043,2024-02-22,2024-02-25,2016,Credit,269.32,1.05,282.79,269.32
1464,1027,2024-06-13,2024-06-14,2019,Debit,15.47,0.94,14.54,15.47
1465,1065,2024-07-10,2024-07-13,2017,Credit,48.8,0.96,46.85,48.8
1466,1078,2024-09-28,2024-10-02,2018,Debit,369.03,1.0,369.03,369.03
1467,1058,2024-05-16,2024-05-19,2020,Credit,268.11,1.01,270.79,268.11
1468,1054,2024-12-13,2024-12-17,2006,Debit,365.39,0.94,343.47,365.39
1469,1072,2024-10-14,2024-10-15,2004,Debit,493.25,0.96,473.52,493.25
1470,1098,2024-04-06,2024-04-09,2019,Debit,206.74,1.0,206.74,206.74
1471,1095,2024-11-16,2024-11-17,2012,Debit,134.44,0.94,126.37,134.44
1472,1045,2024-08-14,2024-08-18,2005,Credit,171.04,0.96,164.2,171.04
1473,1028,2024-10-15,2024-10-18,2002,Credit,289.74,0.94,272.36,289.74
1474,1094,2024-03-16,2024-03-17,2017,Credit,179.87,0.92,165.48,179.87
1475,1013,2024-02-26,2024-02-27,2014,Debit,298.6,1.04,310.54,298.6
1476,1003,2024-06-16,2024-06-20,2001,Debit,489.58,1.02,499.37,489.58
1477,1078,2024-10-04,2024-10-08,2019,Debit,26.15,0.94,24.58,26.15
1478,1091,2024-05-25,2024-05-27,2004,Debit,351.12,1.02,358.14,351.12
1479,1066,2024-01-19,2024-01-22,2006,Credit,110.68,1.0,110.68,110.68
1480,1026,2024-04-11,2024-04-12,2019,Debit,270.09,0.97,261.99,270.09
1481,1008,2024-11-29,2024-12-02,2003,Credit,262.9,0.96,252.38,262.9
1482,1013,2024-10-06,2024-10-09,2018,Debit,127.59,1.01,128.87,127.59
1483,1002,2024-02-16,2024-02-18,2008,Debit,72.05,0.91,65.57,72.05
1484,1069,2024-08-28,2024-08-31,2007,Credit,441.2,0.95,419.14,441.2
1485,1098,2024-12-22,2024-12-23,2004,Debit,279.02,1.07,298.55,279.02
1486,1013,2024-06-13,2024-06-14,2019,Credit,156.53,0.99,154.96,156.53
1487,1006,2024-09-11,2024-09-15,2009,Debit,371.29,0.99,367.58,371.29
1488,1025,2024-09-27,2024-10-01,2016,Debit,42.83,0.96,41.12,42.83
1489,1061,2024-06-23,2024-06-24,2020,Credit,365.15,1.08,394.36,365.15
1490,1028,2024-11-20,2024-11-22,2004,Credit,38.72,0.95,36.78,38.72
1491,1064,2024-11-26,2024-11-30,2014,Credit,296.62,0.98,290.69,296.62
1492,1022,2024-09-22,2024-09-26,2005,Credit,388.1,0.96,372.58,388.1
1493,1093,2024-11-24,2024-11-26,2005,Credit,195.61,1.04,203.43,195.61
1494,1006,2024-06-17,2024-06-18,2004,Credit,138.22,1.01,139.6,138.22
1495,1001,2024-02-02,2024-02-06,2015,Debit,67.48,1.05,70.85,67.48
1496,1020,2024-02-04,2024-02-08,2004,Credit,148.02,0.93,137.66,148.02
1497,1078,2024-01-16,2024-01-19,2008,Credit,220.1,0.92,202.49,220.1
1498,1062,2024-02-12,2024-02-14,2019,Credit,205.97,1.02,210.09,205.97
1499,1086,2024-10-05,2024-10-08,2002,Credit,444.28,0.9,399.85,444.28
1500,1100,2024-02-03,2024-02-06,2020,Credit,372.64,1.0,372.64,372.64
1501,1097,2024-01-21,2024-01-24,2011,Debit,339.71,1.06,360.09,339.71
1502,1093,2024-03-10,2024-03-12,2001,Debit,427.97,0.97,415.13,427.97
1503,1002,2024-06-04,2024-06-08,2016,Debit,211.7,0.94,199.0,211.7
1504,1070,2024-01-12,2024-01-13,2011,Credit,498.96,1.02,508.94,498.96
1505,1020,2024-02-18,2024-02-19,2003,Credit,473.23,1.02,482.69,473.23
1506,1052,2024-09-19,2024-09-21,2002,Debit,143.45,1.09,156.36,143.45
1507,1060,2024-06-11,2024-06-12,2012,Debit,61.56,1.0,61.56,61.56
1508,1002,2024-06-11,2024-06-13,2018,Debit,88.08,0.96,84.56,88.08
1509,1087,2024-07-22,2024-07-25,2002,Credit,437.47,0.93,406.85,437.47
1510,1050,2024-01-03,2024-01-05,2004,Credit,300.46,1.02,306.47,300.46
1511,1072,2024-12-25,2024-12-26,2003,Credit,153.68,0.94,144.46,153.68
1512,1067,2024-05-04,2024-05-08,2020,Debit,373.59,1.02,381.06,373.59
1513,1016,2024-09-21,2024-09-22,2005,Debit,199.29,0.93,185.34,199.29
1514,1045,2024-05-05,2024-05-07,2019,Credit,377.96,0.92,347.72,377.96
1515,1072,2024-12-19,2024-12-20,2012,Credit,95.49,0.92,87.85,95.49
1516,1023,2024-03-02,2024-03-03,2003,Debit,245.98,0.92,226.3,245.98
1517,1050,2024-05-29,2024-05-31,2014,Debit,148.67,1.03,153.13,148.67
1518,1094,2024-08-07,2024-08-10,2019,Debit,78.2,0.95,74.29,78.2
1519,1019,2024-04-07,2024-04-08,2011,Credit,41.42,0.98,40.59,41.42
1520,1077,2024-10-19,2024-10-23,2014,Debit,283.49,1.06,300.5,283.49
1521,1019,2024-12-08,2024-12-09,2018,Credit,94.95,0.91,86.4,94.95
1522,1062,2024-05-30,2024-06-01,2005,Credit,433.75,0.94,407.72,433.75
1523,1051,2024-10-07,2024-10-08,2010,Credit,64.12,0.95,60.91,64.12
1524,1007,2024-01-04,2024-01-05,2016,Credit,47.74,0.95,45.35,47.74
1525,1011,2024-12-23,2024-12-25,2007,Credit,396.69,1.02,404.62,396.69
1526,1001,2024-07-06,2024-07-07,2004,Debit,183.6,1.03,189.11,183.6
1527,1096,2024-06-02,2024-06-03,2012,Credit,180.35,0.94,169.53,180.35
1528,1026,2024-12-02,2024-12-05,2007,Credit,198.94,1.07,212.87,198.94
1529,1071,2024-08-09,2024-08-11,2017,Credit,206.46,1.01,208.52,206.46
1530,1024,2024-08-05,2024-08-07,2011,Debit,119.75,0.93,111.37,119.75
1531,1086,2024-10-30,2024-11-03,2019,Debit,181.28,1.01,183.09,181.28
1532,1007,2024-03-19,2024-03-20,2011,Credit,13.82,1.06,14.65,13.82
1533,1018,2024-02-14,2024-02-16,2010,Debit,339.41,0.99,336.02,339.41
1534,1044,2024-11-21,2024-11-24,2006,Credit,474.55,0.95,450.82,474.55
1535,1039,2024-10-03,2024-10-05,2008,Debit,270.27,1.03,278.38,270.27
1536,1024,2024-09-07,2024-09-11,2005,Debit,116.26,0.97,112.77,116.26
1537,1016,2024-07-24,2024-07-26,2014,Debit,157.25,0.96,150.96,157.25
1538,1012,2024-12-23,2024-12-24,2014,Debit,403.38,1.0,403.38,403.38
1539,1053,2024-06-27,2024-06-29,2003,Credit,211.08,1.07,225.86,211.08
1540,1014,2024-03-19,2024-03-21,2010,Debit,232.68,1.01,235.01,232.68
1541,1050,2024-05-28,2024-06-01,2017,Debit,128.55,1.05,134.98,128.55
1542,1056,2024-12-15,2024-12-18,2008,Credit,249.84,1.09,272.33,249.84
1543,1025,2024-07-21,2024-07-25,2006,Debit,292.12,0.93,271.67,292.12
1544,1068,2024-02-16,2024-02-18,2014,Credit,21.37,1.06,22.65,21.37
1545,1072,2024-12-06,2024-12-09,2017,Debit,109.49,0.91,99.64,109.49
1546,1037,2024-12-02,2024-12-04,2005,Credit,427.31,1.08,461.49,427.31
1547,1068,2024-03-23,2024-03-26,2001,Credit,336.13,1.08,363.02,336.13
1548,1045,2024-02-17,2024-02-19,2007,Debit,339.81,1.05,356.8,339.81
1549,1096,2024-08-30,2024-09-02,2014,Credit,436.41,1.07,466.96,436.41
1550,1027,2024-07-18,2024-07-20,2004,Debit,377.93,1.1,415.72,377.93
1551,1041,2024-06-11,2024-06-13,2003,Debit,231.5,1.0,231.5,231.5
1552,1021,2024-11-24,2024-11-26,2017,Credit,188.69,0.96,181.14,188.69
1553,1029,2024-03-06,2024-03-10,2010,Credit,114.89,1.01,116.04,114.89
1554,1082,2024-01-17,2024-01-20,2010,Debit,283.34,1.05,297.51,283.34
1555,1044,2024-06-05,2024-06-06,2013,Debit,257.89,0.95,245.0,257.89
1556,1008,2024-03-10,2024-03-13,2017,Debit,15.46,1.02,15.77,15.46
1557,1016,2024-12-05,2024-12-06,2003,Debit,292.4,0.97,283.63,292.4
1558,1012,2024-09-30,2024-10-01,2011,Credit,264.81,0.97,256.87,264.81
1559,1090,2024-05-19,2024-05-21,2006,Debit,288.41,1.08,311.48,288.41
1560,1017,2024-03-11,2024-03-12,2003,Credit,444.41,0.92,408.86,444.41
1561,1009,2024-04-15,2024-04-17,2014,Credit,463.45,0.96,444.91,463.45
1562,1086,2024-08-10,2024-08-14,2013,Credit,247.74,1.01,250.22,247.74
1563,1088,2024-10-29,2024-10-30,2019,Debit,400.08,0.91,364.07,400.08
1564,1047,2024-04-18,2024-04-22,2011,Debit,313.28,0.98,307.01,313.28
1565,1085,2024-08-31,2024-09-03,2006,Credit,12.21,1.05,12.82,12.21
1566,1086,2024-08-25,2024-08-28,2011,Credit,258.14,0.98,252.98,258.14
1567,1087,2024-10-07,2024-10-10,2020,Debit,321.9,1.0,321.9,321.9
1568,1076,2024-10-21,2024-10-23,2004,Debit,402.2,1.0,402.2,402.2
1569,1074,2024-01-17,2024-01-19,2012,Credit,258.13,1.0,258.13,258.13
1570,1039,2024-03-02,2024-03-04,2012,Debit,36.45,0.96,34.99,36.45
1571,1048,2024-10-23,2024-10-24,2018,Credit,343.19,1.02,350.05,343.19
1572,1017,2024-09-06,2024-09-07,2012,Credit,198.45,1.04,206.39,198.45
1573,1083,2024-08-02,2024-08-03,2008,Debit,302.11,0.99,299.09,302.11
1574,1070,2024-10-24,2024-10-25,2017,Credit,288.61,0.93,268.41,288.61
1575,1037,2024-04-07,2024-04-09,2004,Credit,331.72,1.05,348.31,331.72
1576,1082,2024-12-24,2024-12-27,2013,Credit,240.34,0.9,216.31,240.34
1577,1100,2024-06-19,2024-06-21,2010,Credit,400.82,0.99,396.81,400.82
1578,1023,2024-05-18,2024-05-22,2011,Debit,136.68,1.05,143.51,136.68
1579,1020,2024-01-09,2024-01-10,2018,Credit,309.95,1.03,319.25,309.95
1580,1061,2024-11-08,2024-11-10,2020,Credit,389.76,1.03,401.45,389.76
1581,1044,2024-04-08,2024-04-12,2015,Debit,467.21,0.97,453.19,467.21
1582,1004,2024-08-16,2024-08-20,2011,Debit,230.34,0.99,228.04,230.34
1583,1076,2024-07-07,2024-07-08,2003,Debit,97.69,1.04,101.6,97.69
1584,1047,2024-12-13,2024-12-14,2017,Credit,237.43,0.94,223.18,237.43
1585,1050,2024-02-10,2024-02-14,2016,Debit,388.79,0.93,361.57,388.79
1586,1086,2024-04-28,2024-05-01,2002,Credit,164.81,0.91,149.98,164.81
1587,1068,2024-04-03,2024-04-04,2012,Credit,320.19,1.1,352.21,320.19
1588,1023,2024-08-02,2024-08-05,2020,Credit,326.54,0.98,320.01,326.54
1589,1001,2024-11-23,2024-11-25,2019,Credit,340.57,1.01,343.98,340.57
1590,1016,2024-05-06,2024-05-09,2009,Credit,449.14,1.09,489.56,449.14
1591,1074,2024-02-12,2024-02-14,2004,Debit,130.62,1.04,135.84,130.62
1592,1053,2024-10-16,2024-10-19,2014,Debit,176.48,1.03,181.77,176.48
1593,1069,2024-01-16,2024-01-17,2013,Debit,297.45,1.02,303.4,297.45
1594,1076,2024-04-24,2024-04-25,2014,Credit,461.93,1.09,503.5,461.93
1595,1062,2024-07-31,2024-08-03,2005,Debit,133.75,1.1,147.12,133.75
1596,1063,2024-06-23,2024-06-25,2011,Debit,298.84,1.01,301.83,298.84
1597,1074,2024-09-22,2024-09-24,2010,Debit,353.89,1.09,385.74,353.89
1598,1092,2024-03-26,2024-03-30,2020,Credit,341.96,1.01,345.38,341.96
1599,1086,2024-05-14,2024-05-15,2017,Debit,153.95,1.04,160.11,153.95
1600,1074,2024-04-18,2024-04-20,2014,Debit,377.65,1.04,392.76,377.65
1601,1082,2024-04-08,2024-04-12,2011,Credit,284.98,1.09,310.63,284.98
1602,1096,2024-05-20,2024-05-21,2015,Debit,277.86,1.01,280.64,277.86
1603,1014,2024-03-18,2024-03-19,2008,Credit,411.93,0.99,407.81,411.93
1604,1079,2024-08-05,2024-08-08,2011,Credit,121.98,1.1,134.18,121.98
1605,1036,2024-12-18,2024-12-19,2016,Debit,18.41,0.92,16.94,18.41
1606,1058,2024-04-05,2024-04-09,2006,Debit,361.95,1.03,372.81,361.95
1607,1036,2024-05-08,2024-05-10,2011,Debit,208.35,0.96,200.02,208.35
1608,1085,2024-04-06,2024-04-07,2014,Credit,353.06,0.93,328.35,353.06
1609,1076,2024-11-28,2024-11-30,2010,Credit,265.42,0.95,252.15,265.42
1610,1089,2024-04-25,2024-04-26,2004,Credit,261.07,0.96,250.63,261.07
1611,1069,2024-03-14,2024-03-16,2007,Debit,381.74,0.92,351.2,381.74
1612,1019,2024-11-07,2024-11-08,2012,Credit,265.31,0.94,249.39,265.31
1613,1084,2024-12-04,2024-12-06,2017,Debit,153.72,0.97,149.11,153.72
1614,1030,2024-09-08,2024-09-11,2006,Credit,60.59,1.07,64.83,60.59
1615,1049,2024-07-01,2024-07-02,2010,Debit,181.37,1.01,183.18,181.37
1616,1031,2024-07-06,2024-07-10,2009,Debit,145.88,1.08,157.55,145.88
1617,1001,2024-08-31,2024-09-01,2018,Debit,288.14,0.97,279.5,288.14
1618,1001,2024-05-08,2024-05-09,2013,Credit,375.22,0.92,345.2,375.22
1619,1089,2024-11-14,2024-11-16,2017,Debit,122.81,1.01,124.04,122.81
1620,1070,2024-12-10,2024-12-12,2006,Debit,87.27,1.06,92.51,87.27
1621,1021,2024-12-18,2024-12-22,2009,Credit,338.19,0.9,304.37,338.19
1622,1099,2024-03-11,2024-03-12,2002,Credit,245.87,0.97,238.49,245.87
1623,1062,2024-07-13,2024-07-15,2010,Debit,336.27,0.92,309.37,336.27
1624,1023,2024-08-31,2024-09-01,2012,Credit,315.23,1.03,324.69,315.23
1625,1077,2024-08-21,2024-08-25,2016,Debit,448.45,1.01,452.93,448.45
1626,1060,2024-02-16,2024-02-18,2020,Credit,334.59,1.01,337.94,334.59
1627,1080,2024-05-12,2024-05-16,2003,Credit,456.28,0.92,419.78,456.28
1628,1023,2024-09-10,2024-09-12,2003,Credit,109.62,0.95,104.14,109.62
1629,1074,2024-07-12,2024-07-15,2002,Credit,387.9,0.91,352.99,387.9
1630,1026,2024-08-15,2024-08-17,2003,Debit,312.26,1.04,324.75,312.26
1631,1045,2024-06-22,2024-06-25,2007,Credit,492.44,1.1,541.68,492.44
1632,1058,2024-07-08,2024-07-11,2005,Debit,437.41,0.97,424.29,437.41
1633,1084,2024-04-13,2024-04-16,2007,Debit,321.92,0.92,296.17,321.92
1634,1033,2024-01-29,2024-01-30,2013,Debit,37.04,1.07,39.63,37.04
1635,1017,2024-04-30,2024-05-03,2013,Credit,65.86,1.04,68.49,65.86
1636,1097,2024-02-19,2024-02-23,2012,Credit,184.39,0.97,178.86,184.39
1637,1050,2024-08-26,2024-08-30,2006,Credit,90.23,0.96,86.62,90.23
1638,1033,2024-02-13,2024-02-15,2005,Credit,28.97,0.92,26.65,28.97
1639,1041,2024-02-23,2024-02-27,2010,Debit,270.43,1.09,294.77,270.43
1640,1022,2024-04-08,2024-04-12,2014,Debit,468.84,0.94,440.71,468.84
